Demanda;Categoria
"Boa Tarde em fevereiro de 3333. Aluguei um Imóvel através Liga Imobiliária inscrição de CNPJ na época 33.333.333/3333-33 e foi feito um seguro caução através de Porto Seguro Capitalização S.A., ao sair do imóvel em 3333 entrei em contato com o vendedor de seguro da época que intermediava que a liga me passou através do e-mail: email; foi feito em 3333 um pedido de liberação de caução da época assinada por mim e ficaram de ver a assinatura do dono do imóvel para eu ter o resgate, mas desde 3333, não tenho posicionamento. Tento entrar em contato tanto com porto seguro quanto a imobiliária mas não tenho solução para o resgate do mesmo. Segue em anexo o pedido de liberação de 3333 faltando assinatura do dono do imóvel, que era de responsabilidade da imobiliária. e Numero ultimo protocolo de conversa com porto seguro 333333333333";Outros
A caixa seguradora deve realizar pericia em imovel que sofreu sinistro por enchente, Contudo, não consigo contato para solucionar o problema. Todos os contatos não produzem resultado. Solicito providencias pra a questão.;Outros
Tenho um cartão BMG e estão me cobrando um SEGURO PAPCARD todo mês sem a minha contratação.No valor de R$ 33,33. Não sei do que se trata e é impossível falar com a empresa. O serviço de atendimento via telefone é muito ruim e só consigo falar com a maquina.Quero o cancelamento do mesmo e a restituição dos valores que foram cobrados.;Outros
Estou denunciando a corretora de seguros SEGURO LTDA.ESTA EMPRESA ESTA ENGANANDO OS PROPRIETÁRIOS DO IMÓVEL.ESTÃO ENGANANDO  UMA FAMÍLIA  QUE COMPROU UMA CASA .ESTA CASA TEM SEGURO.ESSE IMÓVEL FOI VENDIDO.O IMÓVEL SOFREU SINISTRO E O DONO MORREU NO INCÊNDIO.3 DIAS APOS A MORTE AS DUAS IRMAS VENDERAM O IMÓVEL.DEIXANDO BEM CLARO QUE NÃO ESTAVAM INTERESSADAS NO SEGURO E QUE NÃO ENTRARIAM COM O PEDIDO DE SEGURO.OS PROPRIETÁRIOS DO IMÓVEL ENTRARAM COM O PEDIDO DE SEGURO 3 DIAS APOS COMPRAR A CASA .PEDINDO O SEGURO DE CASA PARA A REFORMA DO IMÓVEL..ACONTECE QUE JA FAZ UM ANO E 3 MESES .E A SEGURADORA NÃO PAGOU O SEGURO ATE AGORA.INCLUSIVE A CASA ESTA   SEM O TELHADO E ISSO ESTA CAUSANDO O APODRECIMENTO DO IMÓVEL, CAUSANDO MUITO MAIS ESTRAGOS E PREJUÍZOS. A UM MÊS ATRÁS ,AS DUAS VENDEDORASDA CASA ENTRARAM COM UM NOVO PEDINDO DE SEGURO.DETALHES A EMPRESA  FEZ O PEDIDO DE SEGURO PARA A FALECIDA MARTA RECEBER O SEGURO.DETALHE A MARTA MORREU A 3 ANOS E MEIO.COMO PODE UMA COISA DESSAS ACONTECER??ENTRAR COM UM PEDIDO DE SEGURO DE UM IMÓVEL QUE ELAS VENDERAM A UM ANO E QUATRO MESES.E OUTRO DETALHE.PEDIR O SEGURO PARA UMA FALECIDA A QUATRO ANOS E MEIO.POR ESSE MOTIVO ESTOU DENUNCIANDO A EMPRESA IVAMAK CORRETORA DE SEGURO LTDA.OS COMPRADORES DO IMÓVEL TEM TODOS OS DOCUMENTOS, INCLUINDO BOLETIM DE OCORRÊNCIA.QUEM FALA AQUI É A LIDIA UMA DAS PROPRIETÁRIA DO IMÓVEL.ESPERO RESPOSTAGRATIDÃO;Outros
Gostaria de saber se tem e qual é o modelo para fazer o pedido de SOCIEDADE DE CAPITALIZAÇÃO.Fico no aguardoRicardo telefone 33 3333333 33;Outros
CONFORME ANEXO GUSTAVO FEZ UM PORTOCAP ALUGUEL PROCESSO SUSEP NUMERO 33333.333333/3333-33, INSTRUMENTO DE GARANTIA E NAO ESTA RECEBENDO NO NUMERO NO EMAIL PARA O SORTEIO E EM SEQUER RECEBEU DOCUMENTOS NO EMAIL, UNICOS DOCUMENTOS RECEBIMENTOS SAO OS ANEXOS ENVIADOS PELA IMOBOLIARIA. SOLICITO ORIENTACAO;Outros
Sou representante da Imobiliária IMOVSAMPA NEGOCIOS IMOBILIÁRIOS LTDA, administramos uma locação onde configura a Porto Seguro como fiança aluguel.A empresa  CONCEITO IMOBILIÁRIA E CORRETORA DE SEGUROS SOB O NÚMERO SUSEP.  333333333 foi a corretora responsável pela aprovação e formalização do seguro aluguel apólice n.  3333.33.33.333-3.O inquilino não pagou os aluguéis e encargos nos vencimentos 33/33 e 33/33 acumulando assim 3 meses de atraso, solicitamos dia 33/33 ao corretor para abertura do sinistro e o mesmo respondeu que já estaria providenciando e no mesmo dia iria enviar o número do sinistro,. Porém a corretora não deu entrada no sinistro e informou que o inquilino estaria efetuando os pagamentos  através da Porto via pagamento cartão de crédito, conforme opção no site da Porto, o inquilino não efetuou o pagamento e nem a corretora nos deu assistência para abertura do sinistro nem mesmo respondendo mais nossas ligações e respondendo mensagens.O Proprietário ( que nos lê em cópia) e nós através de contatos via whatsapp e email para a Porto Seguro que tivemos que fazer todo o processo sem auxílio nenhum do corretor de seguros, mostrando ser parcial em defesa do inquilino tentando ganhar tempo e perder prazo para não efetuar o sinistro, que inclusive desligou o telefone na cara do proprietário.Sendo assim, estamos indignados com esta postura e vimos através desta deixar nossa reclamação e solicitar as devidas providências junto a este órgão quanto a postura e assistência não efetuada  perante todas as nossas solicitações de abertura de sinistro,;Outros
Prezado Sr. Superintendente da Superintendência de Seguros Privados - SUSEP. Bom dia. Enviamos em anexo a consulta sobre a Medida Provisória n. 3.333 de 33 de dezembro de 3333 para vosso análise  - juntamente com os anexos que acompanham - da empresa APISUL ADMINISTRADORA E CORRETORA DE SEGUROS LTDA.  Em sendo assim, somente solicitamos, por gentileza, que seja confirmado o recebimento do presente protocolo. Ficamos à disposição. Cordialmente,;Outros
Necessário entender de quantos em quantos anos a Susep resolve avaliar investigar as empresas registradas e no CASO AQUI   DE TITULOS DE CAPITALIZAÇÃO E EM ESPECÍFICO  A EMPRESA EM SANTA CATARINA  EXATAMENTE DE JOINVILLE/SC  DENOMINADA AO PUBLIVO COMO   * TRIMANIA REGIAO NORTE ( NORTE DO ESTADO).O brasileiro nao se informa  não pergunta sobre como a SUSEP  sabe se a maneira de sorteio está sendo  isenta de qualquer vício,  porém as pessoas sentem que poderá por parte de qualquer instância federal ocorrer descaso e por isso acabam deixando de reclamar.Ocorrem sim dúvidas sobre os sorteios com diversas pessoas que já conversei e a minha também de até onde ATUALMENTE A SUSEP SABE O QUE ACONTECE COM A IDONEIDADE DA EMPRESA TRIMANIA EM SANTA CATARINA  .;Outros
Trabalho na empresa Vale S/A e acompanhando um contrato do qual sou responsável recebi uma apólice de seguros, a qual não consigo consulta-lo na SUSEP. Gostaria de um apoio para averiguação e confirmação de que o seguro está corretamente cadastrado e sem impedimentos, seguem os dados:Apólice: 3333333333333333333333333Seguradora: PottencialProposta:  3.333.333SeguradoNome:  VALE S.A. CNPJ: 33.333.333/3333-33TomadorNome: CONSORCIO ENGEFORM - MOVO IICNPJ: 33.333.333/3333-33Vigência do seguro a partir de 33h do dia 33/33/3333 até as 33hs do dia 33/33/3333COBERTURAS                                                                          / IMPORTÂNCIA SEGURADA       / PRÊMIO LÍQUIDOConstrução, Fornecimento ou Prestação de Serviços    /         R$ 3.333.333,33                    / R$ 3.333,33Ações Trabalhistas e Previdenciarias                                  /         R$ 3.333.333,33                    / R$ 333,33Cobertura de Multa - Setor Privado                                    /         R$ 3.333.333,33                    / R$ 333,33;Outros
ESPACO MOSAICO - SERVICOS DE EVENTOS E BUFFET LTDACNPJ: 33.333.333/3333-33N° APOLICE: 3.33.333333333N° SINISTRO: 3.3.33.333333.3.33Em 33/33/3333 durante a uma chuva foi ouvido um grande estrondo de raio e posteriormente um barulho altíssimo, no qual foram constatados no momento por meus parentes que estavam no local, danificando assim parte da estrutura do teto, bem como diversos item como cadeiras, vasos, mesas entre outros (fotos anexo).No dia 33/33/3333 ao chegar ao local, entrei em contato com o Gerente da conta (K), no qual orientou entrarmos em contato com o Seguro, feito isso, fomos informados que iria uma empresa no local para verificar tais danos e proceder com a solução provisória, sendo assim, a empresa (MEGA ASSISTENCIA) esteve no local e informou que não poderia proceder com a solução provisória e informou que o seguro entraria em contato.No mesmo dia a seguradora entrou em contato informando que iria enviar um perito ao local para constatar tal dano até 33/33/3333, porém, questionei sobre os destroços, sujeira e objetos quebrados poderiam ser limpos, pois iriamos ter um evento para 333 pessoas em 33/33/3333, e não seria possível permanecer da forma que estava, afinal, tínhamos um contrato. Assim sendo, informaram que poderia realizar a limpeza do local sem problemas e que tirasse o máximo de fotos do acontecido.Insta salientar que a empresa (MEGA ASSISTENCIA), realizou diversas fotos e vídeos, bem como, também informou que poderia realizar a limpeza do espaço, pois o perito não iria vir de imediato, assim como o próprio gerente também informou que poderia ser realizado a limpeza.A vistoria fora realizada em 33/33/3333 pelo perito (M), que solicitou as fotos e vídeos que tinha, no qual prontamente as enviei, e o mesmo questionado sobre o local ter sido limpo, informou que não teria problema, pois se tratava de um espaço de eventos.Em 33/33/3333 via canal WhatsApp do Itaú seguros, se quer tinham meu número de sinistro, no qual tive que solicitar informações ao gerente da conta (K).Pois bem, após vários e-mails junto a corretora, envio de orçamentos, documentos e grosseria por parte da atendente (S), por fim retornaram após 33 meses e 33 dias (33/33/3333) do primeiro contato, que não iriam proceder com o pagamento, pois o local foi reparado antes da vistoria. Por fim, até 33/33/3333 não obteve retorno acerca dos danos matérias causadas por queda de raio, apenas dos eletrodomésticos que por sua vez queimaram. Na qual não concordei com tal feito, visto que fui orientado a realizar a limpeza do local.;Outros
Prezados,Tenho uma casa de aluguel com contrato celebrado em 33/33/3333 - na mesma data em questão procurei o AFIANÇADOR: Mauá Bank S/A, empresa sociedade anônima de capital fechado e inscrita no CNPJ/MF sob o Nº 33.333.333/3333-33, SUSEP nº 333333333, SISBACEN nº 333333333 que oportunamente registrou uma carta de fiança do aluguel em questão.Ocorre que no durante o contrato de aluguel ocorreu sinistro em que o inquilino não pagou o aluguel por 3 meses consecutivos  causou diversos prejuízos financeiro, inclusive não honrou com as contas de consumo do imóvel. Sendo assim conforme cláusulas do seguro eu tenho o direito de receber a indenização em até 33 horas.Ocorre que o Banco vem se esquivando de realizar o pagamento alegando falta de caixa para tal.Solicito intermédio desta instituição para solucionar a demanda, visto que o banco em questão não cumpriu com o estabelecido na catra de fiança.O problema é que não consegui registrar a reclamação na SUSEP, pois não encontrei a empresa no rol das empresas listadas. Solicito que informem qual a seguradora deve ser reclamada em questão.Anexo segue termo de fiança.Agradeço desde já.;Outros
NO DIA 33/33/3333 HOUVE UMA INCÊNDIO EM NOSSA RESIDÊNCIA, ONDE DANIFICOU QUASE TODA A ESTRUTURA DO SEGUNDO PISO DA CASA, NO DIA 33/33/3333 EU E MEU ESPOSO A, NOS ENCAMINHAMOS PARA A AGÊNCIA DA CAIXA ECONOMICA FEDERAL DE GRAVATAÍ-RS, ONDE EFETUAMOS O SEGURO JUNTO AO FINANCIAMENTO IMOBILIÁRIO, APÓS ALGUMAS LIGAÇÕES E ATENDIMENTOS NA AGENCIA, ONDE NINGUÉM SABIA INFORMAR OS PROCEDIMENTOS PARA ACIONAR O SINISTRO EM NOSSO RESIDÊNCIA, LIGAMOS PARA O TELEFONE QUE O ATENDENTE NOS FORNECEU, ENTÃO ACIONAMOS O SINISTRO PELO TELEFONE , QUE PEDIU PARA AGUARDAR A LIGAÇÃO PARA MARCAR UMA VISTORIA ON-LINE, QUE FOI REALIZADA NO DIA POSTERIOR 33/33/3333, ONDE SOLICITARAM QUE AGUARDÁSSEMOS O RETORNO NO PRAZO DE ATÉ 3 DIAS, NINGUÉM ENTROU EM CONTATO CONOSCO, ENTÃO LIGAMOS NOVAMENTE E NOS INFORMARAM QUE ELES NÃO DÃO RETORNO, QUE NÓS QUE TEMOS QUE FICAR LIGANDO PARA VER SE JÁ TEM UM RESULTADO, ENQUANTO ISSO EU E MINHA FAMÍLIA AINDA EM CHOQUE PELO ACONTECIDO E  NOS FALARAM QUE HAVIA SIDO LIBERADO UM VALOR DE APENAS R$33.333,33, ENTÃO QUESTIONEI O VALOR MUITO ABAIXO DO QUE REALMENTE IREMOS GASTAR E CONTESTAMOS, ENTÃO PEDIRAM PARA ENVIAR FOTOS E ORÇAMENTOS, E ENTÃO CADA VEZ QUE EU LIGAVA PARA OBTER UM RETORNO ELES PEDIAM MAIS INFORMAÇÕES, POR TELEFONE, SEM AO MENOS OFICIALIZAR NOS RESPONDENDO OS E-MAILS, SENDO QUE TUDO JÁ HAVIA SIDO ENVIADO CORRETAMENTE. SOLICITEI QUE ENTÃO PARA TEREM CLAREZA QUE SE FIZESSE UMA VISTORIA PRESENCIAL, QUE ACREDITO SER O CORRETO PARA REALEMENTE TEREM NOÇÃO DO TAMANHO DO SINISTRO, A QUAL FOI REALIZADA APENAS 33 DIAS APÓS O ACIDENTE, ESTRAPOLANDO TODOS OS PRAZOS. ESTAMOS NOS SENTINDO MUITO LESADOS COM TODA ESSA ATITUDE DA SEGURADORA, QUE PARECE NÃO TER UM PROCESSO ORGANIZADO PARA ORIENTAR OS PROCEDIMENTOS PARA O CLIENTE, QUE COM CERTEZA QUANDO SE TEM UM SINISTRO, JÁ SE ENCONTRA EM UMA SITUAÇÃO EXTREMAMENTE DELICADA. LEMBRANDO QUE HÁ 3 DIAS RELATEI TUDO PARA A OUVIDORIA DA CAIXA.;Outros
Solicito de V.Exa., abertura do PAC da reclamação 333333 de 33.33.3333 diante da notificação da bradesco capitalização em 33.33.3333 as 33:33:33 hs e  sem resposta invoco a resolução CNSP 333 de 33.33.3333, ou circular susep 333/3333 que estabelece em caso não tenha resposta da seguradora será aberto o pac na forma da lei..AtenciosamenteJeosafa;Outros
"Prezados, Conforme disposto no artigo 3.3.3 da INSTRUÇÃO SUPLEMENTAR - Nº 333-333 da ANAC, a qual dispoe da operação de veículos ultraleves e balões livres tripulados sob o RBAC nº 333, ""os operadores de veículos ultraleves ou balões livres tripulados que se dediquem à formação ou adestramento de forma remunerada de outros desportistas devem possuir o seguro contra danos às pessoas ou bens na superfície e ao pessoal técnico a bordo."". Dado este requerimento, solicito a vossa ajuda para informar sobre a existencia da oferta de tal seguro junto a alguma seguradora. A instrução suplementar mencinada acima pode ser encontrada no link  https://anac.gov.br/assuntos/legislacao/legislacao-3/boletim-de-pessoal/3333/bps-v-33-no-33-33-a-33-33-3333/is-333-333/visualizar_ato_normativo>Agradeço de antemão a ajuda. Sds,Charles";Outros
Boa noite.Quero resgatar a Capitalização da minha mãe no banco Itaú.O banco informou que faria o pagamento, mas agora diz que prescreveu.Li que há jurisprudência para pagamento de capitalização.É o direito genuíno o resgate.Aguardo retorno;Outros
"Houve na última semana de janeiro uma enchente avassaladoura no municipio de mimoso do sul, onde ocorreu entrada de água no comercio da região incluindo a ótica da minha família, o estabelecimento possui seguro vigentecom a Tokio Marine e que foi acionado para indenização das perdas que acumulam em torno de 33 mil reais, podem a Tokio Marine informa que não haverá cobertura, pois o texto ""OBJETIVO DO SEGURO / 3. COBERTURAS DO SEGURO / COBERTURA ADICIONAL n. 333 - VENDAVAL, FURACÃO, CICLONE, TORNADO E GRANIZO"" que inclui fenômenos naturais que não tem histórico de ocorrência na região até mesmo no país como furacões, não cita o fenômeno ocorrido, enchente para cobertura. Isso mostra claramente a intenção de levar vantagem no texto do contrato e o contratante, prometendo cobertura para o que não ocorre e deixando de cobrir fenômenos naturais que podem realmente ocorrer. Isso, além de acabar com esperança que teve enormes prejuízos na enchente.";Outros
Olá, boa tarde. Solicitei o cancelamento de uma apolice de seguro fiança na Porto Seguro em outubro /33. Após sinalizarem q o valor seria creditado no meu cartão de crédito , aguardei , mas não foi. Abri uma reclamação na Porto Seguro mas até o momento não deram previsão ou retorno.;Outros
Olá, fizemos um seguro fiança com a Porto Seguro e infelizmente ficamos sem condições de pagar o aluguel atrasado.Em conversas entre o atendente Luis e a imobiliária Redentora, de São José do RIo Preto ficou acertado desocuparmos o imóvel e negociar a dívida com a Porto Seguro Por meio do atendente Luis.O que aconteceu que a Porto Seguro negativou direto o meu nome sem negociar, conforme o combinado e não nos dão retorno, suporte ou informação.Só ficamos falando com robôs sem resolução.A apólice é 3333333 em nome de Stela Rosa Ferreira da Silva.Quero negociar minha dívida, em nenhum momento nos negamos a pagar, apenas solicitamos negociação.;Outros
Existe alguma legislação que prevê o pagamento de mão de obra em caso de seguro residencial?;Outros
Existem diversos casos no Rio Grande do Sul de sinistros totalmente evidentes e legais por estiagem na safra 3333/3333 na cultura da soja aonde a seguradora NEWE não está fazendo os pagamentos. A SUSEP não irá tomar nenhuma providência?;Outros
Boa noite, gostaria de saber se é lega o banco Bradesco de 3,333,33 me devolver apenas 3,333,33 na capitalização... no momento não fui informada sobre essa retenção, até porque estava apenas guardando o dinheiro para resgatar com um ano para saúde;Outros
"Prezados(as) Senhores(as)Conforme tratativas via WhatsApp nesta data (33/33/3333), primeiramente, devo informá-los que as Apólices Seguro CONDOMÍNIO em anexo foram contratadas em nome do Ex Síndico e posteriormente ocorreu o endosso de alteração para o meu nome como Síndico, pois, assumi o cargo em 33/33/3333, devido a destituição do anterior que inclusive teve as suas contas reprovadas.Vale salientar inclusive, que a Seguradora chegou a se recusar em submeter a última Apólice em vigência, ao endosso de alteração do meu CPF como Síndico para o C.N.P.J. do Condomínio obtido recentemente e sem qualquer justificativa plausível, pois, sempre pautamos pelo princípio da BOA FÉ entre as partes.No ano anterior foi solicitado a abertura de tais sinistros (abaixo mencionados) e literalmente foi recusado pela Seguradora, pois surpreendentemente NEGOU indenização sem qualquer identificação de número de sinistro.Após acionarmos a Ouvidoria da Seguradora, notem a negativa de indenização formalizada ao Condomínio (em anexo) contendo um único nº de sinistro, sendo que, tratam-se de 3 (três) sinistros em épocas e Apólices diferentes.Devo lhes ressaltar que os sinistros comunicados à Seguradora, conforme Apólice INVESTPREV nº 3333333333333 - Vigência: 33/33/3333 á 33/33/3333 em anexo, atende ao feito judicial, mencionado logo abaixo:* desde 33.33.3333, Proc. 3333333-33.3333.3.33.3333 - 3ª Vara Cível Comarca de Praia Grande/SP., movido pelo Ex Síndico;Conforme Apólice INVESTPREV nº 3333333333333 - Vigência: 33/33/3333 á 33/33/3333, atende ao feito judicial, mencionado logo abaixo, portanto, não procede a Seguradora afirmar que o referido Sinistro está relacionado a Apólice anterior sob nº 3333333333333 - Vigência: 33/33/3333 á 33/33/3333 * desde 33.33.3333, Proc.3333333-33.3333.3.33.3333 - 3ª Vara Cível Comarca de Praia Grande/SP., movido pela Empresa FSB Construtora; Conforme Apólice INVESTPREV e/ou KOVR nº 3333333333333 - Vigência: 33/33/3333 á 33/33/3333, atende ao feito judicial, mencionado logo abaixo, portanto, também não procede a Seguradora afirmar que o referido Sinistro está relacionado a Apólice anterior sob nº 3333333333333 - Vigência: 33/33/3333 á 33/33/3333 * desde 33.33.3333, Proc.3333333-33.3333.3.33.3333 - IDEM, movido IDEM. Acontece que em todas as Apólices, podemos notar que o Condomínio contratou as coberturas securitárias de RESPONSABILIDADE CIVIL CONDOMÍNIO e RESPONSABILIDADE CIVIL SÍNDICO e as CONDIÇÕES GERAIS nos fornecidas, não citam as referidas garantias contratadas pelo Condomínio (Direitos e Exclusões). PASMEM.Portanto, o embasamento mencionado pela Seguradora em NEGAR indenização ao Condomínio, encontra-se literalmente descabido e divergente em relação a data de cada sinistro e na ocasião de cada Apólice correspondente em vigência, tão como, está evidente e claro que a Seguradora não apreciou minuciosamente os autos de cada feito judicial em andamento.Vale lembrar que os referidos Seguros de RESPONSABILIDADE CIVIL, estão relacionados aos feito judiciais acima mencionados, pois foram atos cometidos pelo Condomínio em não contrair ainda maiores prejuízos e o nosso princípio de Boa Fé, entretanto, as partes contrárias alegam que o Condomínio lhes causaram prejuízos, às quais, simplesmente devem ser enquadradas como RESPONSABILIDADE CIVIL CONDOMÍNIO.Enfim, requer gentilmente a V.Sas., na medida do possível interceder junto a Seguradora adotar o princípio de Boa Fé, a ampla revisão do procedimento administrativo de sinistro único sob nº 33333333333 e inclusive desmembrá-los de acordo com as Apólices envolvidas em cada ocasião, tão como, a Seguradora atue em tais feitos judiciais em andamento, em favor do Condomínio juntamente com o seu patrono, pois os referidos Seguros de RCs, salvo engano, sequer constam em suas CONDIÇÕES GERAIS.";Outros
Bom dia, senhores da SUSEP. Em virtude de um desacordo comercial com a imobiliária e devido à resistência deles em acionar o seguro-fiança objeto da apólice nº 3333.33.33.333-3 (anexa a esta solicitação) emitida pela Porto Seguro Cia de Seguros Gerais, solicito, por favor, a consulta aos dados da mencionada apólice com vistas a confirmá-los e também a fim de verificar a autenticidade da citada apólice.;Outros
"Contratei um seguro com o Banco do Brasil para mitigar o risco do plantio de milho em segunda safra, em especial o risco de seca e incêndio. Este seguro também era exigência do banco que financiava o plantio. A contratação ocorreu por intermédio da agência 3333-3 Ceres Go. Após o plantio da safra em fevereiro de 3333 a lavoura estava se desenvolvendo muito bem, porém no fim de março as chuvas pararam sendo comunicado à seguradora via 3333 e aberto o sinistro 3333333333. Fizeram a primeira vistoria em 33.33.3333. Fizeram a segunda vistoria no dia da colheita em 33.33.3333. A produção esperada era de 3.333 kg/há, a produção garantida era de 3333 kg/ha e a produção aferida foi de 333,33 kg/há. Assim, a indenização deveria ser de R$ 333.333,33. Em 33.33.3333 houve negativa por parte da seguradora com o seguinte argumento: ""Conforme descrito no laudo de vistoria de 33/33/3333, a lavoura de milho safrinha foi implantada com consórcio com braquiária. Informamos que, de acordo com a proposta de seguro agrícola contratada nº 33333333, a cultura segurada é milho safrinha solteiro."" Das reclamações. Na contratação não foi explanado que não poderia nascer capim junto à plantação sob pena de indeferimento da indenização. Não foram apresentadas opções de seguro com consórcio de braquiária. Na proposta não existe a palavra milho ""solteiro"" e sim e tão somente a nomenclatura ""milho safrinha"", cultura essa que foi plantada com sementes certificadas, dentro do Zoneamento Agrícola e época adequada conforme proposta. As cláusulas 3.3 e 3.3.3 são confusas e levam a crer que o plantio consorciado de milho com braquiária, desde que plantadas de acordo com o zoneamento agrícola, não estão excluídos dos riscos cobertos. A Seguradora teve vários momentos em que poderia ter declinado do risco, na contratação, na vistoria prévia (ela optou por não fazer), na primeira vistoria e também na segunda vistoria. Optou por aguardar até setembro de 3333 para negar a indenização levando o cliente ao prejuízo ora reclamado. Se ao final da contratação, da vistoria prévia ou mesmo na primeira vistoria fosse dito que o risco não seria coberto o cliente poderia ter realizado a silagem da produção, arrecadando assim ao menos grande parte de seus investimentos ou mesmo obter lucros. Na primeira vistoria foi questionado ao vistoriador se o segurado poderia realizar a colheita para silagem uma vez que havia a expectativa de colher 33 a 33 toneladas por há, ao que o vistoriador informou que a colheita, ainda que parcial, inviabilizaria o recebimento da indenização. Ora, bastava o vistoriador ou a seguradora informar que devido ao nascimento de braquiária o sinistro seria indeferido que o cliente/segurado faria a colheita para silagem e com isso teria menos prejuízos ou mesmo lucro potencial. Dos pedidos: Que seja reconhecido o direito à indenização e pagamento dos valores corrigidos ao segurado.";Outros
RECLAMAÇÃO CONTRA A TOKIO MARINE SEGURADORA POR CONTA DE RECUSA DE PAGAMENTO DE INDENIZAÇÃO REFERENTE A VENDAVAL OCORRIDO NO RIO DE JANEIRO EM 33/33/3333 POR VOLTA DE 33:33 HORAS;Outros
"Tenho seguro aluguel com a Tokio Marine em meu apartamento desde dezembro de 3333. Fiz um sinistro para conserto de máquina de lavar em 33/33/3333 e o técnico foi à minha casa no dia 33/33/3333 como comprovado em documento anexo. Me foi informado que o conserto necessitaria de troca de peças e que a seguradora entraria em contato para dar continuidade ao atendimento, necessitando da retirada da máquina de lavar. Depois de 3 semanas tentando contato e sendo orientada a esperar a iniciativa deles, telefonei para a seguradora para pressionar o conserto e só então foram retirar minha máquina de lavar. Decidi eu mesma comprar as peças devido a um valor muito superior oferecido pela seguradora, comprando e deixando disponível em apenas 3 dias.Minha máquina foi entregue apenas ontem, dia 33/33/3333. De acordo com o CIRCULAR SUSEP Nº 333, DE 33 DE JULHO DE 3333, ""Art. 33. Deverá ser estabelecido prazo para a liquidação dos sinistros, limitado a trinta dias, contados a partir da entrega de todos os documentos básicos previstos no art. 33."" Além disso, estou esperando a nota fiscal do conserto desde ontem. O técnico disse para ligar para a seguradora, o que foi feito ontem e hoje. Prometeram mandar a nota fiscal por email e até agora nada!Dessa forma, denuncio a Tokio Marine por não cumprir o circular informado acima visto que a seguradora resolveu meu sinistro em 33 dias ao invés dos 33 dias máximos.";Outros
Na data de 33|33|3333 minha mãe Ana idosa 33 anos, portadora do CPF: 333.333.333-33, foi a loja Pernambucanas no  Centro da cidade de Campinas-SP. Liquidou o seu carnê de compras á vista com o vencimento para todo dia 33 de cada mês. Porém foi enganada pela caixa dizendo que tinha juros, fez ela assinar um termo de adesão proteção financeira  e outros produtos  todos regulamentados pela SUSEP. Bilhete número: 333333333333333. Representante: Prefisa SA Crédito Financiamento Investimento.  registro na SUSEP:33.333.3333.3.  Também sou corretor  inscrito da SUSEP desde 3333 minha SUSEP: 333333333.  Solicitamos a gentileza  das devoluções dos valores pagos e a fiscalização da SUSEP na loja mencionada, Já informamos o Procon  de Campinas ontem ( 33|33|3333. Informarei o Ministério Público (GAECO) e faremos o B.O ma delegacia da Policia Civil da Cidade.;Outros
Boa tarde.Gostaria de cancelar um seguro residencial que me foi oferecido por e-mail e posteriormente por telefone, onde me arrependi da contratação pois não sabia exatamente do que se tratava. Processo susep: 33333.333333/3333-33, número do negócio 33333333.O mesmo está como débito automático. Segue em anexo.Favor cancelar imediatamente.Enviei e-mail e não recebi retorno . Segue em anexo a proposta do seguro.Agradeço.Atc, Uleide;Outros
Boa tarde!Eu tenho um pic no Banco Itaú desde 3333 que foi feito em 33 parcelas a ultima o pagamento caiu no dia 33/33/3333, porém agora para receber esse dinheiro de volta esta difícil cada dia eles passam uma data diferente para o resgate. Gostaria de saber se existe um prazo legal para eles pagarem esse resgate se sim qual o prazo?;Outros
Prezados, realizei a solicitação de cancelamento de uma apólice de seguro em 33/33/3333 junto a BB Seguros e até a data de hoje este cancelamento não foi efetivado. Estou tendo problemas diversos por isto, como não aproveitamento de bonus em outra seguradora, risco do meu patrimônio, gastos extras por ausência de seguro em outra corretora etc. Nº da cotação: 3333333 / Nº do pedido de endosso: 333333333;Outros
Gostaria de confirmar alguns detalhes sobre o contrato de seguro que assinei recentemente. Há termos que não estão muito claros para mim. Documento número: 123.;Outros
Prezados, estou com dúvidas quanto às condições apresentadas no documento que recebi. Poderiam fornecer maiores esclarecimentos? Documento número: 123.;Outros
Solicito mais informações sobre a cobertura contratada. Algumas condições não ficaram muito claras após a leitura do contrato. Documento número: 123.;Outros
Estou em busca de uma melhor compreensão sobre as cláusulas presentes no contrato de seguro que assinei. Existem pontos que me deixaram em dúvida. Documento número: 123.;Outros
Após revisar o contrato que recebi, notei que alguns detalhes não foram esclarecidos de maneira suficiente. Poderiam me fornecer uma explicação mais clara? Documento número: 123.;Outros
Prezados, gostaria de obter uma explicação mais detalhada sobre os termos do documento enviado. Surgiram dúvidas ao ler algumas cláusulas. Documento número: 123.;Outros
Preciso de mais informações sobre a apólice em questão. Algumas condições não ficaram totalmente claras para mim após a leitura. Documento número: 123.;Outros
Venho solicitar uma revisão de um contrato de seguro que assinei. Algumas partes do documento não foram explicadas de forma clara. Documento número: 123.;Outros
Estou com algumas dúvidas quanto às condições estabelecidas no documento de apólice que me foi enviado. Poderiam me esclarecer? Documento número: 123.;Outros
Prezados, gostaria de entender melhor como funcionam as coberturas mencionadas no contrato. Algumas partes ficaram confusas para mim. Documento número: 123.;Outros
Preciso de mais detalhes sobre as condições gerais do seguro que contratei. Não compreendi completamente o funcionamento de algumas coberturas. Documento número: 123.;Outros
Venho solicitar esclarecimentos sobre a apólice vigente. Preciso entender melhor os termos e condições que me foram apresentados. Documento número: 123.;Outros
